1360803085.112000,0.000000,0.000000,0.000000
1360803085.124000,0.000000,0.000000,0.000000
1360803085.132000,0.000000,0.000000,0.000000
1360803085.142000,0.000000,0.000000,0.000000
1360803085.152000,0.000000,0.000000,0.000000
1360803085.163000,0.000000,0.000000,0.000000
1360803085.173000,0.000000,0.000000,0.000000
1360803085.182000,0.000000,0.000000,0.000000
1360803085.192000,0.000000,0.000000,0.000000
1360803085.203000,0.000000,0.000000,0.000000
1360803085.212000,0.000000,0.000000,0.000000
1360803085.224000,0.000000,0.000000,0.000000
1360803085.232000,0.000000,0.000000,0.000000
1360803085.242000,0.000000,0.000000,0.000000
1360803085.252000,0.000000,0.000000,0.000000
1360803085.262000,0.000000,0.000000,0.000000
1360803085.273000,0.000000,0.000000,0.000000
1360803085.282000,0.000000,0.000000,0.000000
1360803085.293000,0.000000,0.000000,0.000000
1360803085.302000,0.000000,0.000000,0.000000
1360803085.317000,0.000000,0.000000,0.000000
1360803085.323000,0.000000,0.000000,0.000000
1360803085.332000,0.000000,0.000000,0.000000
1360803085.349000,0.000000,0.000000,0.000000
1360803085.352000,0.000000,0.000000,0.000000
1360803085.363000,0.000000,0.000000,0.000000
1360803085.372000,0.000000,0.000000,0.000000
1360803085.383000,0.000000,0.000000,0.000000
1360803085.392000,0.000000,0.000000,0.000000
1360803085.402000,0.221554,-0.962986,-0.013493
1360803085.415000,0.221554,-0.962986,-0.013493
1360803085.422000,0.221554,-0.962986,-0.013493
1360803085.432000,0.222160,-0.960923,-0.004391
1360803085.442000,0.216214,-0.964321,-0.009124
1360803085.452000,0.221432,-0.959223,-0.004755
1360803085.462000,0.221918,-0.963957,-0.005362
1360803085.472000,0.218398,-0.966263,-0.011430
1360803085.482000,0.223253,-0.967598,-0.014100
1360803085.493000,0.219005,-0.963835,-0.009367
1360803085.502000,0.215000,-0.962864,-0.012037
1360803085.513000,0.222525,-0.967112,-0.003784
1360803085.523000,0.226408,-0.964685,-0.002328
1360803085.532000,0.223495,-0.962986,-0.007304
1360803085.544000,0.222889,-0.964806,-0.008275
1360803085.553000,0.219855,-0.962743,-0.003056
1360803085.562000,0.220583,-0.964563,-0.011066
1360803085.573000,0.228957,-0.963350,-0.005847
1360803085.582000,0.220461,-0.965170,-0.004270
1360803085.592000,0.219126,-0.964321,-0.002206
1360803085.602000,0.218398,-0.958374,-0.006576
1360803085.612000,0.218155,-0.962379,-0.010945
1360803085.623000,0.213422,-0.959102,-0.002692
1360803085.636000,0.223131,-0.964806,0.005804
1360803085.646000,0.225437,-0.961408,-0.008639
1360803085.652000,0.222160,-0.958617,-0.007789
1360803085.662000,0.224588,-0.962622,0.000706
1360803085.675000,0.225316,-0.965170,-0.004148
1360803085.682000,0.224466,-0.968690,-0.000143
1360803085.693000,0.221554,-0.966627,0.000585
1360803085.709000,0.218034,-0.968569,-0.012886
1360803085.717000,0.222767,-0.958981,0.007260
1360803085.723000,0.222767,-0.958981,0.007260
1360803085.732000,0.212937,-0.959466,-0.003299
1360803085.743000,0.216820,-0.960437,-0.002206
1360803085.752000,0.216820,-0.960437,-0.002206
1360803085.762000,0.221796,-0.962258,0.001071
1360803085.773000,0.213058,-0.963471,-0.004391
1360803085.782000,0.218520,-0.966505,-0.001478
1360803085.793000,0.219733,-0.964321,0.002041
1360803085.807000,0.219733,-0.964321,0.002041
1360803085.812000,0.219733,-0.964321,0.002041
1360803085.822000,0.227501,-0.970146,0.008717
1360803085.833000,0.227501,-0.970146,0.008717
1360803085.843000,0.227501,-0.970146,0.008717
1360803085.853000,0.227501,-0.970146,0.008717
1360803085.862000,0.215971,-0.960316,-0.008275
1360803085.873000,0.233205,-0.954854,0.003862
1360803085.883000,0.228229,-0.955340,0.010294
1360803085.892000,0.221311,-0.960316,-0.000143
1360803085.902000,0.220825,-0.959588,-0.000993
1360803085.912000,0.222039,-0.963471,0.003498
1360803085.922000,0.223010,-0.963107,0.002163
1360803085.932000,0.225437,-0.963471,0.006532
1360803085.944000,0.218641,-0.960680,0.002891
1360803085.952000,0.219855,-0.965292,-0.000993
1360803085.964000,0.220583,-0.966991,-0.003905
1360803085.972000,0.220461,-0.963593,-0.006697
1360803085.984000,0.219855,-0.960194,0.002770
1360803085.996000,0.219005,-0.966141,0.002648
1360803086.002000,0.223495,-0.961044,0.000828
1360803086.012000,0.221432,-0.965170,0.001192
1360803086.022000,0.215849,-0.963835,-0.000265
1360803086.032000,0.219612,-0.969175,0.001677
1360803086.044000,0.218398,-0.963957,0.000221
